	scenario_title	search_nums	image_path	target_price_buyer	target_price_seller	description_buyer	description_seller
1334	Rosewood Dining Table, 8 chairs, Corner Cabinet	2870000	furniture/6143909397_0.jpg	456	600	"Serious buyer only.  Please call All furnitures come from a non-smoking, no pet home in San Ramon. Solid Rosewood Corner Cabinet, Chinese Style 24""W x 24""W x 78""H - Corner Cabinet"	"Serious buyer only.  Please call All furnitures come from a non-smoking, no pet home in San Ramon. Solid Rosewood Corner Cabinet, Chinese Style 24""W x 24""W x 78""H - Corner Cabinet Interior light bulb and 2-side mirrors.  Glass door. Solid Rosewood Round Table Set with 8 Chairs, Chinese Style 60"" diameter x 31""H Round Table Set, Glass for Round Table 32"" diameter round Lazy Susan, Glass for Lazy Susan 8 Side chair: 18""W x 17""D x 40""H, 8 Cushions"
1531	Rosewood Dining Table, 8 chairs, Corner Cabinet	2870000	furniture/6143909397_0.jpg	420	600	"Serious buyer only.  Please call All furnitures come from a non-smoking, no pet home in San Ramon. Solid Rosewood Corner Cabinet, Chinese Style 24""W x 24""W x 78""H - Corner Cabinet"	"Serious buyer only.  Please call All furnitures come from a non-smoking, no pet home in San Ramon. Solid Rosewood Corner Cabinet, Chinese Style 24""W x 24""W x 78""H - Corner Cabinet Interior light bulb and 2-side mirrors.  Glass door. Solid Rosewood Round Table Set with 8 Chairs, Chinese Style 60"" diameter x 31""H Round Table Set, Glass for Round Table 32"" diameter round Lazy Susan, Glass for Lazy Susan 8 Side chair: 18""W x 17""D x 40""H, 8 Cushions"
336	Couch - REDUCED $40	2720000		36	40	Brown corduroy couch - This is a great couch for a college student's apartment! This is currently in our storage locker in Livermore.	Brown corduroy couch - This is a great couch for a college student's apartment! This is currently in our storage locker in Livermore. We have several furniture items for sale - please look at our other posts for the other items. - Armoire Style TV Cabinet - Wood - Kitchen Table and Chairs - Wood
380	Couch - REDUCED $40	2720000		36	40	Brown corduroy couch - This is a great couch for a college student's apartment! This is currently in our storage locker in Livermore.	Brown corduroy couch - This is a great couch for a college student's apartment! This is currently in our storage locker in Livermore. We have several furniture items for sale - please look at our other posts for the other items. - Armoire Style TV Cabinet - Wood - Kitchen Table and Chairs - Wood
23	Couch - REDUCED $40	2720000		30	40	Brown corduroy couch - This is a great couch for a college student's apartment! This is currently in our storage locker in Livermore.	Brown corduroy couch - This is a great couch for a college student's apartment! This is currently in our storage locker in Livermore. We have several furniture items for sale - please look at our other posts for the other items. - Armoire Style TV Cabinet - Wood - Kitchen Table and Chairs - Wood
1060	Knoll Task Chairs	2650000	furniture/6124314828_0.jpg	31	45	We have about 80 Knoll Task Chairs in our warehouse straight from an office liquidation. We also have a few more that can be used for parts or just without arms.	We have about 80 Knoll Task Chairs in our warehouse straight from an office liquidation. We also have a few more that can be used for parts or just without arms. -------------------------- You may text or message me at any time. Calling hours are 10 am to 4 pm Mon thru Fri.
1001	Knoll Task Chairs	2650000	furniture/6124314828_0.jpg	40	45	We have about 80 Knoll Task Chairs in our warehouse straight from an office liquidation. We also have a few more that can be used for parts or just without arms.	We have about 80 Knoll Task Chairs in our warehouse straight from an office liquidation. We also have a few more that can be used for parts or just without arms. -------------------------- You may text or message me at any time. Calling hours are 10 am to 4 pm Mon thru Fri.
1103	Knoll Task Chairs	2650000	furniture/6124314828_0.jpg	40	45	We have about 80 Knoll Task Chairs in our warehouse straight from an office liquidation. We also have a few more that can be used for parts or just without arms.	We have about 80 Knoll Task Chairs in our warehouse straight from an office liquidation. We also have a few more that can be used for parts or just without arms. -------------------------- You may text or message me at any time. Calling hours are 10 am to 4 pm Mon thru Fri.
1108	Knoll Task Chairs	2650000	furniture/6124314828_0.jpg	22	45	We have about 80 Knoll Task Chairs in our warehouse straight from an office liquidation. We also have a few more that can be used for parts or just without arms.	We have about 80 Knoll Task Chairs in our warehouse straight from an office liquidation. We also have a few more that can be used for parts or just without arms. -------------------------- You may text or message me at any time. Calling hours are 10 am to 4 pm Mon thru Fri.
814	Ikea Queen Malm bed	2610000	furniture/6144072863_0.jpg	105	150	Ikea queen bed. Good condition, taken apart for easy pick up... Slats are included.... MATTRESS IS FREDY if you want normal wear. Located in Fairfield you pick up	Ikea queen bed. Good condition, taken apart for easy pick up... Slats are included.... MATTRESS IS FREDY if you want normal wear. Located in Fairfield you pick up
773	Ikea Queen Malm bed	2610000	furniture/6144072863_0.jpg	75	150	Ikea queen bed. Good condition, taken apart for easy pick up... Slats are included.... MATTRESS IS FREDY if you want normal wear. Located in Fairfield you pick up	Ikea queen bed. Good condition, taken apart for easy pick up... Slats are included.... MATTRESS IS FREDY if you want normal wear. Located in Fairfield you pick up
772	Ikea Queen Malm bed	2610000	furniture/6144072863_0.jpg	105	150	Ikea queen bed. Good condition, taken apart for easy pick up... Slats are included.... MATTRESS IS FREDY if you want normal wear. Located in Fairfield you pick up	Ikea queen bed. Good condition, taken apart for easy pick up... Slats are included.... MATTRESS IS FREDY if you want normal wear. Located in Fairfield you pick up
850	Ikea Queen Malm bed	2610000	furniture/6144072863_0.jpg	105	150	Ikea queen bed. Good condition, taken apart for easy pick up... Slats are included.... MATTRESS IS FREDY if you want normal wear. Located in Fairfield you pick up	Ikea queen bed. Good condition, taken apart for easy pick up... Slats are included.... MATTRESS IS FREDY if you want normal wear. Located in Fairfield you pick up
779	Ikea Queen Malm bed	2610000	furniture/6144072863_0.jpg	75	150	Ikea queen bed. Good condition, taken apart for easy pick up... Slats are included.... MATTRESS IS FREDY if you want normal wear. Located in Fairfield you pick up	Ikea queen bed. Good condition, taken apart for easy pick up... Slats are included.... MATTRESS IS FREDY if you want normal wear. Located in Fairfield you pick up
752	Ikea Queen Malm bed	2610000	furniture/6144072863_0.jpg	105	150	Ikea queen bed. Good condition, taken apart for easy pick up... Slats are included.... MATTRESS IS FREDY if you want normal wear. Located in Fairfield you pick up	Ikea queen bed. Good condition, taken apart for easy pick up... Slats are included.... MATTRESS IS FREDY if you want normal wear. Located in Fairfield you pick up
860	Ikea Queen Malm bed	2610000	furniture/6144072863_0.jpg	75	150	Ikea queen bed. Good condition, taken apart for easy pick up... Slats are included.... MATTRESS IS FREDY if you want normal wear. Located in Fairfield you pick up	Ikea queen bed. Good condition, taken apart for easy pick up... Slats are included.... MATTRESS IS FREDY if you want normal wear. Located in Fairfield you pick up
770	Ikea Queen Malm bed	2610000	furniture/6144072863_0.jpg	135	150	Ikea queen bed. Good condition, taken apart for easy pick up... Slats are included.... MATTRESS IS FREDY if you want normal wear. Located in Fairfield you pick up	Ikea queen bed. Good condition, taken apart for easy pick up... Slats are included.... MATTRESS IS FREDY if you want normal wear. Located in Fairfield you pick up
761	Ikea Queen Malm bed	2610000	furniture/6144072863_0.jpg	105	150	Ikea queen bed. Good condition, taken apart for easy pick up... Slats are included.... MATTRESS IS FREDY if you want normal wear. Located in Fairfield you pick up	Ikea queen bed. Good condition, taken apart for easy pick up... Slats are included.... MATTRESS IS FREDY if you want normal wear. Located in Fairfield you pick up
867	Ikea Queen Malm bed	2610000	furniture/6144072863_0.jpg	105	150	Ikea queen bed. Good condition, taken apart for easy pick up... Slats are included.... MATTRESS IS FREDY if you want normal wear. Located in Fairfield you pick up	Ikea queen bed. Good condition, taken apart for easy pick up... Slats are included.... MATTRESS IS FREDY if you want normal wear. Located in Fairfield you pick up
969	Solid Rubberwood Dark Brown Dining Table	2600000		72	80	Solid Rubberwood Dark Brown Dining Table in Great Condition! Small crack on the side that is not noticeable / does not affect functionality at all. Chairs are not included. Email me if interested!	Solid Rubberwood Dark Brown Dining Table in Great Condition! Small crack on the side that is not noticeable / does not affect functionality at all. Chairs are not included. Email me if interested!
1038	Solid Rubberwood Dark Brown Dining Table	2600000		56	80	Solid Rubberwood Dark Brown Dining Table in Great Condition! Small crack on the side that is not noticeable / does not affect functionality at all. Chairs are not included. Email me if interested!	Solid Rubberwood Dark Brown Dining Table in Great Condition! Small crack on the side that is not noticeable / does not affect functionality at all. Chairs are not included. Email me if interested!
1144	Solid Rubberwood Dark Brown Dining Table	2600000		56	80	Solid Rubberwood Dark Brown Dining Table in Great Condition! Small crack on the side that is not noticeable / does not affect functionality at all. Chairs are not included. Email me if interested!	Solid Rubberwood Dark Brown Dining Table in Great Condition! Small crack on the side that is not noticeable / does not affect functionality at all. Chairs are not included. Email me if interested!
1095	Solid Rubberwood Dark Brown Dining Table	2600000		40	80	Solid Rubberwood Dark Brown Dining Table in Great Condition! Small crack on the side that is not noticeable / does not affect functionality at all. Chairs are not included. Email me if interested!	Solid Rubberwood Dark Brown Dining Table in Great Condition! Small crack on the side that is not noticeable / does not affect functionality at all. Chairs are not included. Email me if interested!
1067	Ethan Allen Side Table - 2 drawers	2140000	furniture/6131796733_0.jpg	42	85	Made in America.  Brand speaks of quality.  The color is called Fairfax (421): Rich, warm mid-tone brown lacquer-based stain.	Made in America.  Brand speaks of quality.  The color is called Fairfax (421): Rich, warm mid-tone brown lacquer-based stain. The top of this table shows signs of wear mostly scratches.  Ethan Allen asked us to cover the scratches with a brown marker and it helped.  I tried to take pictures of the scratches.  refer to pictures. * the organizer inside the drawer is not included.  I am selling other furniture, all high quality, Ethan Allen, Crate and Barrel, Sustainable wood,...  (desk, side tables, Chairs, Drawers, Chest, TV stand, mirror) - Let me know.
1010	Ethan Allen Side Table - 2 drawers	2140000	furniture/6131796733_0.jpg	59	85	Made in America.  Brand speaks of quality.  The color is called Fairfax (421): Rich, warm mid-tone brown lacquer-based stain.	Made in America.  Brand speaks of quality.  The color is called Fairfax (421): Rich, warm mid-tone brown lacquer-based stain. The top of this table shows signs of wear mostly scratches.  Ethan Allen asked us to cover the scratches with a brown marker and it helped.  I tried to take pictures of the scratches.  refer to pictures. * the organizer inside the drawer is not included.  I am selling other furniture, all high quality, Ethan Allen, Crate and Barrel, Sustainable wood,...  (desk, side tables, Chairs, Drawers, Chest, TV stand, mirror) - Let me know.
1007	Ethan Allen Side Table - 2 drawers	2140000	furniture/6131796733_0.jpg	76	85	Made in America.  Brand speaks of quality.  The color is called Fairfax (421): Rich, warm mid-tone brown lacquer-based stain.	Made in America.  Brand speaks of quality.  The color is called Fairfax (421): Rich, warm mid-tone brown lacquer-based stain. The top of this table shows signs of wear mostly scratches.  Ethan Allen asked us to cover the scratches with a brown marker and it helped.  I tried to take pictures of the scratches.  refer to pictures. * the organizer inside the drawer is not included.  I am selling other furniture, all high quality, Ethan Allen, Crate and Barrel, Sustainable wood,...  (desk, side tables, Chairs, Drawers, Chest, TV stand, mirror) - Let me know.
42	Ethan Allen Side Table - 2 drawers	2140000	furniture/6131796733_0.jpg	78	85	Made in America.  Brand speaks of quality.  The color is called Fairfax (421): Rich, warm mid-tone brown lacquer-based stain.	Made in America.  Brand speaks of quality.  The color is called Fairfax (421): Rich, warm mid-tone brown lacquer-based stain. The top of this table shows signs of wear mostly scratches.  Ethan Allen asked us to cover the scratches with a brown marker and it helped.  I tried to take pictures of the scratches.  refer to pictures. * the organizer inside the drawer is not included.  I am selling other furniture, all high quality, Ethan Allen, Crate and Barrel, Sustainable wood,...  (desk, side tables, Chairs, Drawers, Chest, TV stand, mirror) - Let me know.
258	"West Elm Henry 96"" sofa couch new"	2110000	furniture/6138084430_0.jpg	600	1000	"I have a new West Elm Henry 96"" sofa couch in Tweed, Salt + Pepper for sale. Bought it and it wasn't a good fit. It is brand new and never used. Sample fabric is as shown in the picture. Picture 1 - 6 is stock picture. Picture 7 and 8 is actual photo of the sofa / couch. Specs: Now available in Grand sizing, the Henry Sofa is a comfortable classic that's always in style. Each is crafted with hand-built frames, hand-finished upholstery and many recycled materials."	"I have a new West Elm Henry 96"" sofa couch in Tweed, Salt + Pepper for sale. Bought it and it wasn't a good fit. It is brand new and never used. Sample fabric is as shown in the picture. Picture 1 - 6 is stock picture. Picture 7 and 8 is actual photo of the sofa / couch. Specs: Now available in Grand sizing, the Henry Sofa is a comfortable classic that's always in style. Each is crafted with hand-built frames, hand-finished upholstery and many recycled materials. Loose cushions with foam padding for maximum comfort. Solid wood legs with Chocolate-stained finish. Seat deck and springs made from 70% recycled materials. Foam in cushions and arms made from 20% soy-based materials. Pillow filling made from recycled water bottles; padding and seat fiber made from recycled carpet materials."
